ID,Style,Artwork,Artist,Date,Link
77456,Abstract-Expressionism,Heraldic eagle,Victor Hugo,1855,https://uploads0.wikiart.org/images/victor-hugo/heraldic-eagle-185.jpg
77457,Abstract-Expressionism,"Lace impression, spectral form",Victor Hugo,1855,https://uploads7.wikiart.org/images/victor-hugo/lace-impression-spectral-form-1855.jpg
77458,Abstract-Expressionism,Lace and Ghosts,Victor Hugo,1856,https://uploads2.wikiart.org/images/victor-hugo/lace-and-ghosts-1856.jpg
77459,Abstract-Expressionism,The cellist,Victor Hugo,1856,https://uploads7.wikiart.org/images/victor-hugo/the-cellist-1856.jpg
77460,Abstract-Expressionism,Taches with fingerprints,Victor Hugo,1865,https://uploads2.wikiart.org/images/victor-hugo/taches-with-fingerprints-1865.jpg
77461,Abstract-Expressionism,Composition with taches,Victor Hugo,1875,https://uploads1.wikiart.org/images/victor-hugo/composition-with-taches-1875.jpg
77462,Abstract-Expressionism,Abstract Composition,Victor Hugo,XIX cent.,https://uploads2.wikiart.org/images/victor-hugo/abstract-composition.jpg
77463,Abstract-Expressionism,Pattern Composition,Victor Hugo,XIX cent.,https://uploads1.wikiart.org/images/victor-hugo/pattern-composition.jpg
77464,Abstract-Expressionism,Voilures,Victor Hugo,XIX cent.,https://uploads8.wikiart.org/images/victor-hugo/voilures.jpg
77465,Abstract-Expressionism,Abstract motive,Vahram Gayfedjian,1905,https://uploads3.wikiart.org/00178/images/vahram-gaifedjyan/0-1.jpg
77466,Abstract-Expressionism,"The Large Figure Paintings, nr 5",Hilma af Klint,1907,https://uploads5.wikiart.org/00287/images/hilma-af-klint/hilma-1.jpg
77467,Abstract-Expressionism,The Fate of the Animals,Franz Marc,1913,https://uploads6.wikiart.org/00111/images/franz-marc/fate-of-the-animals.jpg
77468,Abstract-Expressionism,Autobiography,Miriam Schapiro,XX cent.,https://uploads8.wikiart.org/images/miriam-schapiro/autobiography.jpg
77469,Abstract-Expressionism,Facade,Miriam Schapiro,XX cent.,https://uploads1.wikiart.org/images/miriam-schapiro/facade.jpg
77470,Abstract-Expressionism,Punch and Judy: Our Demons,Miriam Schapiro,XX cent.,https://uploads2.wikiart.org/images/miriam-schapiro/punch-and-judy-our-demons.jpg
77471,Abstract-Expressionism,Pandora,Miriam Schapiro,XX cent.,https://uploads2.wikiart.org/images/miriam-schapiro/pandora.jpg
77472,Abstract-Expressionism,Treasury,Miriam Schapiro,XX cent.,https://uploads3.wikiart.org/images/miriam-schapiro/treasury.jpg
77473,Abstract-Expressionism,We Live in Her Dreams,Miriam Schapiro,XX cent.,https://uploads7.wikiart.org/images/miriam-schapiro/we-live-in-her-dreams.jpg
77474,Abstract-Expressionism,High Up on the Mountain,Huang Yongyu,XX cent.,https://uploads6.wikiart.org/images/huang-yongyu/high-up-on-the-mountain.jpg
77475,Abstract-Expressionism,Horses,Huang Yongyu,XX cent.,https://uploads7.wikiart.org/images/huang-yongyu/horses.jpg
77476,Abstract-Expressionism,Ink Lotus,Huang Yongyu,XX cent.,https://uploads1.wikiart.org/images/huang-yongyu/ink-lotus.jpg
77477,Abstract-Expressionism,Ink Lotus,Huang Yongyu,XX cent.,https://uploads3.wikiart.org/images/huang-yongyu/ink-lotus-1.jpg
77478,Abstract-Expressionism,Landscape,Huang Yongyu,XX cent.,https://uploads1.wikiart.org/images/huang-yongyu/landscape.jpg
77479,Abstract-Expressionism,Lotus,Huang Yongyu,XX cent.,https://uploads6.wikiart.org/images/huang-yongyu/lotus.jpg
77480,Abstract-Expressionism,Lotus,Huang Yongyu,XX cent.,https://uploads8.wikiart.org/images/huang-yongyu/lotus-1.jpg
77481,Abstract-Expressionism,Spring,Huang Yongyu,XX cent.,https://uploads7.wikiart.org/images/huang-yongyu/spring.jpg
77482,Abstract-Expressionism,Spring,Huang Yongyu,XX cent.,https://uploads0.wikiart.org/images/huang-yongyu/spring-1.jpg
77483,Abstract-Expressionism,Work,Tsuruko Yamazaki,XX cent.,https://uploads0.wikiart.org/images/tsuruko-yamazaki/work.jpg
77484,Abstract-Expressionism,Red Sun and Ship,Wassily Kandinsky,1925,https://uploads8.wikiart.org/00161/images/wassily-kandinsky/one-spit-kandinsky.jpg
77485,Abstract-Expressionism,At the Chateau d’Argol,Marcel Barbeau,XX cent.,https://uploads7.wikiart.org/images/marcel-barbeau/at-the-chateau-d-argol.jpg
77486,Abstract-Expressionism,Spiral,Martin Chirino,XX cent.,https://uploads0.wikiart.org/images/martin-chirino/spiral.jpg
77487,Abstract-Expressionism,Untitled,Martin Chirino,XX cent.,https://uploads2.wikiart.org/images/martin-chirino/untitled.jpg
77488,Abstract-Expressionism,Banhos turcos,Julio Pomar,XX cent.,https://uploads4.wikiart.org/images/julio-pomar/banhos-turcos.jpg
77489,Abstract-Expressionism,Untitled,Adnan Coker,XX cent.,https://uploads7.wikiart.org/images/adnan-coker/unknown-title(3).jpg
77490,Abstract-Expressionism,Untitled,Adnan Coker,XX cent.,https://uploads8.wikiart.org/images/adnan-coker/unknown-title(10).jpg
77491,Abstract-Expressionism,"C’est vrai, je l’aime",Manuel Cargaleiro,XX cent.,https://uploads8.wikiart.org/00243/images/manuel-cargaleiro/c-est-vrai-je-l-aime.jpg
77492,Abstract-Expressionism,Cicada,Jasper Johns,XX cent.,https://uploads7.wikiart.org/images/jasper-johns/cicada.jpg
77493,Abstract-Expressionism,Dancers on a Plane,Jasper Johns,XX cent.,https://uploads1.wikiart.org/images/jasper-johns/dancers-on-a-plane.jpg
77494,Abstract-Expressionism,Device,Jasper Johns,XX cent.,https://uploads7.wikiart.org/images/jasper-johns/device.jpg
77495,Abstract-Expressionism,Green Target,Jasper Johns,XX cent.,https://uploads4.wikiart.org/images/jasper-johns/green-target.jpg
77496,Abstract-Expressionism,Map,Jasper Johns,XX cent.,https://uploads4.wikiart.org/images/jasper-johns/map.jpg
77497,Abstract-Expressionism,Painting with Two Balls,Jasper Johns,XX cent.,https://uploads6.wikiart.org/images/jasper-johns/painting-with-two-balls.jpg
77498,Abstract-Expressionism,Scent,Jasper Johns,XX cent.,https://uploads6.wikiart.org/images/jasper-johns/scent.jpg
77499,Abstract-Expressionism,Cicada (ULAE 219),Jasper Johns,XX cent.,https://uploads7.wikiart.org/images/jasper-johns/cicada-ulae-219.jpg
77500,Abstract-Expressionism,Flag (ULAE 74),Jasper Johns,XX cent.,https://uploads4.wikiart.org/images/jasper-johns/flag-ulae-74.jpg
77501,Abstract-Expressionism,Painting with Two Balls (ULAE 87),Jasper Johns,XX cent.,https://uploads5.wikiart.org/images/jasper-johns/painting-with-two-balls-ulae-87.jpg
77502,Abstract-Expressionism,Untitled (ULAE S13),Jasper Johns,XX cent.,https://uploads0.wikiart.org/images/jasper-johns/untitled-ulae-s13.jpg
77503,Abstract-Expressionism,Usuyuki (ULAE 211),Jasper Johns,XX cent.,https://uploads8.wikiart.org/images/jasper-johns/usuyuki-ulae-211.jpg
77504,Abstract-Expressionism,Usuyuki (ULAE 227),Jasper Johns,XX cent.,https://uploads8.wikiart.org/images/jasper-johns/usuyuki-ulae-227.jpg
77505,Abstract-Expressionism,Hitler,Paul Klee,1931,https://uploads2.wikiart.org/00181/images/paul-klee/e99d47b74b2a616e763a9c2c6f7cbf18-paul-klee-african-art.jpg
77506,Abstract-Expressionism,Abstract Painting 610-1,Gerhard Richter,XX cent.,https://uploads0.wikiart.org/images/gerhard-richter/abstract-painting-610-1.jpg
77507,Abstract-Expressionism,Abstract Painting 780-1,Gerhard Richter,XX cent.,https://uploads2.wikiart.org/images/gerhard-richter/abstract-painting-780-1-1.jpg
77508,Abstract-Expressionism,Abstract Painting 805-4,Gerhard Richter,XX cent.,https://uploads0.wikiart.org/images/gerhard-richter/abstract-painting-805-4.jpg
77509,Abstract-Expressionism,Abstract Painting No. 809-3,Gerhard Richter,XX cent.,https://uploads3.wikiart.org/images/gerhard-richter/abstract-painting-no-809-3.jpg
77510,Abstract-Expressionism,Abstract Picture,Gerhard Richter,XX cent.,https://uploads2.wikiart.org/images/gerhard-richter/abstract-picture.jpg
77511,Abstract-Expressionism,Abstract Picture,Gerhard Richter,XX cent.,https://uploads4.wikiart.org/images/gerhard-richter/abstract-picture-1.jpg
77512,Abstract-Expressionism,Courbet,Gerhard Richter,XX cent.,https://uploads2.wikiart.org/images/gerhard-richter/courbet.jpg
77513,Abstract-Expressionism,Ice 2,Gerhard Richter,XX cent.,https://uploads0.wikiart.org/images/gerhard-richter/ice-2.jpg
77514,Abstract-Expressionism,Ludorff,Gerhard Richter,XX cent.,https://uploads2.wikiart.org/images/gerhard-richter/ludorff.jpg
77515,Abstract-Expressionism,Mediation,Gerhard Richter,XX cent.,https://uploads4.wikiart.org/images/gerhard-richter/mediation.jpg
77516,Abstract-Expressionism,Station,Gerhard Richter,XX cent.,https://uploads2.wikiart.org/images/gerhard-richter/station.jpg
77517,Abstract-Expressionism,Wallace Bournes,Gerhard Richter,XX cent.,https://uploads1.wikiart.org/images/gerhard-richter/wallace-bournes.jpg
77518,Abstract-Expressionism,Crissy Field,Mark di Suvero,XX cent.,https://uploads6.wikiart.org/images/mark-di-suvero/crissy-field.jpg
77519,Abstract-Expressionism,Proverb,Mark di Suvero,XX cent.,https://uploads1.wikiart.org/images/mark-di-suvero/proverb.jpg
77520,Abstract-Expressionism,Pearlie,Sam Gilliam,XX cent.,https://uploads7.wikiart.org/images/sam-gilliam/pearlie.jpg
77521,Abstract-Expressionism,Cubes,Sam Gilliam,XX cent.,https://uploads5.wikiart.org/images/sam-gilliam/cubes.jpg
77522,Abstract-Expressionism,Lemongrass Blackpepper Bush,Frank Bowling,XX cent.,https://uploads2.wikiart.org/images/frank-bowling/lemongrass-blackpepper-bush.jpg
77523,Abstract-Expressionism,Quadratisch,Joe Goode,XX cent.,https://uploads0.wikiart.org/images/joe-goode/quadratisch.jpg
77524,Abstract-Expressionism,Untitled (Vandalism Series),Joe Goode,XX cent.,https://uploads5.wikiart.org/images/joe-goode/untitled-vandalism-series.jpg
77525,Abstract-Expressionism,The Air,Joan Miro,1937,https://uploads1.wikiart.org/images/joan-miro/the-air-1937.jpg
77526,Abstract-Expressionism,The Flame,Jackson Pollock,1938,https://uploads3.wikiart.org/the-flame-1938(1).jpg
77527,Abstract-Expressionism,Country Scene,Giorgio Cavallon,1938,https://uploads5.wikiart.org/images/giorgio-cavallon/country-scene-1938.jpg
77528,Abstract-Expressionism,Forsyth/Houston,Mark Lancaster,XX cent.,https://uploads0.wikiart.org/images/mark-lancaster/forsyth-houston.jpg
77529,Abstract-Expressionism,Houston/Sony,Mark Lancaster,XX cent.,https://uploads6.wikiart.org/images/mark-lancaster/houston-sony.jpg
77530,Abstract-Expressionism,Marilyn,Mark Lancaster,XX cent.,https://uploads1.wikiart.org/images/mark-lancaster/marilyn.jpg
77531,Abstract-Expressionism,"Untitled (Red, Brown and Yellow)",Mark Lancaster,XX cent.,https://uploads5.wikiart.org/images/mark-lancaster/untitled-red-brown-and-yellow.jpg
77532,Abstract-Expressionism,Red Window Study,Brice Marden,XX cent.,https://uploads8.wikiart.org/images/brice-marden/red-window-study.jpg
77533,Abstract-Expressionism,Untitled,Brice Marden,XX cent.,https://uploads0.wikiart.org/images/brice-marden/untitled.jpg
77534,Abstract-Expressionism,Hitler invades Poland,Arshile Gorky,1939,https://uploads5.wikiart.org/images/arshile-gorky/hitler-invades-poland.jpg
77535,Abstract-Expressionism,Seated Woman 2,Willem de Kooning,1940,https://uploads6.wikiart.org/images/willem-de-kooning/the-visit.jpg
77536,Abstract-Expressionism,Seated Nude,Lee Krasner,1940,https://uploads7.wikiart.org/images/lee-krasner/seated-nude-1940.jpg
77537,Abstract-Expressionism,Head of a King,Richard Pousette-Dart,1940,https://uploads2.wikiart.org/images/richard-pousette-dart/head-of-a-king-1940.jpg
77538,Abstract-Expressionism,Surf and Bird,Morris Graves,1940,https://uploads2.wikiart.org/images/morris-graves/surf-and-bird-1940.jpg
77539,Abstract-Expressionism,"Bird, Moon and Falling Stars",Morris Graves,1940,https://uploads7.wikiart.org/images/morris-graves/bird-moon-and-falling-stars-1940.jpg
77540,Abstract-Expressionism,Landscape Study: Sky and Clouds,Ralph Rosenborg,1940,https://uploads3.wikiart.org/images/ralph-rosenborg/landscape-study-sky-and-clouds-1940.jpg
77541,Abstract-Expressionism,XXV,Anne Ryan,1940,https://uploads6.wikiart.org/images/anne-ryan/xxv-1940.jpg
77542,Abstract-Expressionism,Birth,Jackson Pollock,1941,https://uploads2.wikiart.org/birth(1).jpg
77543,Abstract-Expressionism,Untitled,Jackson Pollock,1941,https://uploads8.wikiart.org/untitled-1941(2).jpg
77544,Abstract-Expressionism,Untitled,Jackson Pollock,1941,https://uploads8.wikiart.org/untitled-1941(3).jpg
77545,Abstract-Expressionism,Space Unbound,Wolfgang Paalen,1941,https://uploads4.wikiart.org/images/wolfgang-paalen/space-unbound-1941.jpg
77546,Abstract-Expressionism,Chalice,Morris Graves,1941,https://uploads5.wikiart.org/images/morris-graves/chalice-1941.jpg
77547,Abstract-Expressionism,Moon Woman,Jackson Pollock,1942,https://uploads6.wikiart.org/moon-woman-1942(1).jpg
77548,Abstract-Expressionism,Male and Female,Jackson Pollock,1942,https://uploads6.wikiart.org/male-and-female(1).jpg
77549,Abstract-Expressionism,Stenographic Figure,Jackson Pollock,1942,https://uploads1.wikiart.org/stenographic-figure(1).jpg
77550,Abstract-Expressionism,"Symphony No. 1, The Transcendental",Richard Pousette-Dart,1942,https://uploads2.wikiart.org/images/richard-pousette-dart/symphony-no-1-the-transcendental-1942.jpg
77551,Abstract-Expressionism,Aeroflower,Jimmy Ernst,1942,https://uploads6.wikiart.org/images/jimmy-ernst/aeroflower-1942.jpg
77552,Abstract-Expressionism,Undulation,Richard Pousette-Dart,1942,https://uploads7.wikiart.org/images/richard-pousette-dart/undulation-1942.jpg
77553,Abstract-Expressionism,Bird in the Wind,Richard Pousette-Dart,1942,https://uploads4.wikiart.org/images/richard-pousette-dart/bird-in-the-wind-1942.jpg
77554,Abstract-Expressionism,Clown tight rope walker,Louise Nevelson,1942,https://uploads5.wikiart.org/images/louise-nevelson/clown-tight-rope-walker-1942.jpg
77555,Abstract-Expressionism,VVV Portfolio,David Hare,1942,https://uploads8.wikiart.org/images/david-hare/vvv-portfolio-1942.jpg
77556,Abstract-Expressionism,The She-Wolf,Jackson Pollock,1943,https://uploads1.wikiart.org/the-she-wolf(1).jpg
77557,Abstract-Expressionism,Blue (Moby Dick),Jackson Pollock,1943,https://uploads5.wikiart.org/blue-moby-dick(1).jpg
77558,Abstract-Expressionism,Mural,Jackson Pollock,1943,https://uploads0.wikiart.org/images/jackson-pollock/mural.jpg
77559,Abstract-Expressionism,Waterfall,Arshile Gorky,1943,https://uploads2.wikiart.org/images/arshile-gorky/waterfall.jpg
77560,Abstract-Expressionism,The Destiny,Henri Matisse,1943,https://uploads1.wikiart.org/images/henri-matisse/cut-outs.jpg
77561,Abstract-Expressionism,The Lagoon 1,Henri Matisse,1943,https://uploads3.wikiart.org/images/henri-matisse/cut-outs-1.jpg
77562,Abstract-Expressionism,The Heart,Henri Matisse,1943,https://uploads3.wikiart.org/images/henri-matisse/cut-outs-2.jpg
77563,Abstract-Expressionism,Codomas,Henri Matisse,1943,https://uploads3.wikiart.org/images/henri-matisse/cut-outs-3.jpg
77564,Abstract-Expressionism,The Toboggan,Henri Matisse,1943,https://uploads1.wikiart.org/images/henri-matisse/the-toboggan-1943.jpg
77565,Abstract-Expressionism,Fish Market (Seattle Market Scene Sketch),Mark Tobey,1943,https://uploads7.wikiart.org/images/mark-tobey/fish-market-seattle-market-scene-sketch-1943.jpg
77566,Abstract-Expressionism,The Moon-Woman Cuts the Circle,Jackson Pollock,1943,https://uploads3.wikiart.org/images/jackson-pollock/the-moon-woman-cuts-the-circle-1943.jpg
77567,Abstract-Expressionism,Untitled,Hans Hofmann,1943,https://uploads5.wikiart.org/images/hans-hofmann/untitled-1943.jpg
77568,Abstract-Expressionism,Fugue Number 2,Richard Pousette-Dart,1943,https://uploads2.wikiart.org/images/richard-pousette-dart/fugue-number-2-1943.jpg
77569,Abstract-Expressionism,Opaque Harmony,Richard Pousette-Dart,1943,https://uploads2.wikiart.org/images/richard-pousette-dart/opaque-harmony-1943.jpg
77570,Abstract-Expressionism,The Circus,Henri Matisse,1943,https://uploads8.wikiart.org/images/henri-matisse/the-circus-1943.jpg
77571,Abstract-Expressionism,The Clown,Henri Matisse,1943,https://uploads7.wikiart.org/images/henri-matisse/the-clown-1943.jpg
77572,Abstract-Expressionism,The Center,Richard Pousette-Dart,1943,https://uploads7.wikiart.org/images/richard-pousette-dart/the-center-1943.jpg
77573,Abstract-Expressionism,Abstract Eye,Richard Pousette-Dart,1943,https://uploads0.wikiart.org/images/richard-pousette-dart/abstract-eye-1943.jpg
77574,Abstract-Expressionism,Portrait of Pegeen,Richard Pousette-Dart,1943,https://uploads6.wikiart.org/images/richard-pousette-dart/portrait-of-pegeen-1943.jpg
77575,Abstract-Expressionism,Bird of the Spirit,Morris Graves,1943,https://uploads7.wikiart.org/images/morris-graves/bird-of-the-spirit-1943.jpg
77576,Abstract-Expressionism,Time of Change,Morris Graves,1943,https://uploads3.wikiart.org/images/morris-graves/time-of-change-1943.jpg
77577,Abstract-Expressionism,Wounded Gull,Morris Graves,1943,https://uploads1.wikiart.org/images/morris-graves/wounded-gull-1943.jpg
77578,Abstract-Expressionism,The World is a Foxhole (I am a Foxhole),Noguchi Isamu,1943,https://uploads8.wikiart.org/images/isamu-noguchi/the-world-is-a-foxhole-i-am-a-foxhole-1943.jpg
77579,Abstract-Expressionism,"Pancho Villa, Dead and Alive",Robert Motherwell,1943,https://uploads2.wikiart.org/images/robert-motherwell/pancho-villa-dead-and-alive-1943.jpg
77580,Abstract-Expressionism,Study for The Liver is the Cock's Comb,Arshile Gorky,1943,https://uploads8.wikiart.org/00286/images/arshile-gorky/study-for-the-liver-is-the-cock-s-comb.jpg
77581,Abstract-Expressionism,Untitled,Jackson Pollock,1942-1944,https://uploads8.wikiart.org/untitled-1944(1).jpg
77582,Abstract-Expressionism,Golden Brown Painting,Arshile Gorky,1943-1944,https://uploads1.wikiart.org/images/arshile-gorky/golden-brown-painting-1944.jpg
77583,Abstract-Expressionism,How My Mother's Embroidered Apron Unfolds in My Life,Arshile Gorky,1944,https://uploads0.wikiart.org/images/arshile-gorky/how-my-mother-s-embroidered-apron-unfolds-in-my-life.jpg
77584,Abstract-Expressionism,One Year the Milkweed,Arshile Gorky,1944,https://uploads5.wikiart.org/images/arshile-gorky/one-year-the-milkweed.jpg
77585,Abstract-Expressionism,The Leaf of the Artichoke is an Owl,Arshile Gorky,1944,https://uploads1.wikiart.org/images/arshile-gorky/the-leaf-of-the-artichoke-is-an-owl.jpg
77586,Abstract-Expressionism,The Liver is the Cock's Comb,Arshile Gorky,1944,https://uploads3.wikiart.org/images/arshile-gorky/the-liver-is-the-cock-s-comb.jpg
77587,Abstract-Expressionism,Water of the Flowery Mill,Arshile Gorky,1944,https://uploads0.wikiart.org/images/arshile-gorky/water-of-the-flowery-mill.jpg
77588,Abstract-Expressionism,Icarus,Henri Matisse,1943-1944,https://uploads4.wikiart.org/images/henri-matisse/icarus-1944.jpg
77589,Abstract-Expressionism,The Wave,Willem de Kooning,1942-1944,https://uploads5.wikiart.org/images/willem-de-kooning/the-wave.jpg
77590,Abstract-Expressionism,The Blessing,Barnett Newman,1944,https://uploads2.wikiart.org/images/barnett-newman/the-blessing-1944.jpg
77591,Abstract-Expressionism,Crystallizations,Mark Tobey,1944,https://uploads2.wikiart.org/images/mark-tobey/crystallizations-1944.jpg
77592,Abstract-Expressionism,Electric night,Mark Tobey,1944,https://uploads0.wikiart.org/images/mark-tobey/electric-night-1944.jpg
77593,Abstract-Expressionism,1944-G,Clyfford Still,1944,https://uploads5.wikiart.org/images/clyfford-still/1944-g-1944.jpg
77594,Abstract-Expressionism,Shapes in Black,Hans Hofmann,1944,https://uploads3.wikiart.org/images/hans-hofmann/shapes-in-black-1944.jpg
77595,Abstract-Expressionism,Eroun,Wolfgang Paalen,1944,https://uploads5.wikiart.org/images/wolfgang-paalen/eroun-1944.jpg
77596,Abstract-Expressionism,1944-N No. 1,Clyfford Still,1944,https://uploads1.wikiart.org/images/clyfford-still/1944-n-no-1-1944.jpg
77597,Abstract-Expressionism,Palimpsest,Richard Pousette-Dart,1944,https://uploads7.wikiart.org/images/richard-pousette-dart/palimpsest-1944.jpg
77598,Abstract-Expressionism,The Parachutists,William Baziotes,1944,https://uploads8.wikiart.org/images/william-baziotes/the-parachutists-1944.jpg
77599,Abstract-Expressionism,White Torso and Blue Torso,Henri Matisse,1944,https://uploads6.wikiart.org/images/henri-matisse/white-torso-and-blue-torso-1944.jpg
77600,Abstract-Expressionism,Vessel in a Drift of Diamond Light in the Sky of the Mind,Morris Graves,1944,https://uploads1.wikiart.org/images/morris-graves/vessel-in-a-drift-of-diamond-light-in-the-sky-of-the-mind-1944.jpg
77601,Abstract-Expressionism,Gloucester 16A,Aaron Siskind,1944,https://uploads3.wikiart.org/images/aaron-siskind/gloucester-16a-1944.jpg
77602,Abstract-Expressionism,Abstract Composition,Louis Schanker,1944,https://uploads1.wikiart.org/images/louis-schanker/abstract-composition-1944.jpg
77603,Abstract-Expressionism,"A gesture from one man to another, is more noble than pearls and coral",Hassan Massoudy,XX cent.,https://uploads1.wikiart.org/images/hassan-massoudy/a-gesture-from-one-man-to-another-is-more-noble-than-pearls-and-coral.jpg
77604,Abstract-Expressionism,Even if happiness forgets you occasionally never forget it completely,Hassan Massoudy,XX cent.,https://uploads1.wikiart.org/images/hassan-massoudy/even-if-happiness-forgets-you-occasionally-never-forget-it-completely.jpg
77605,Abstract-Expressionism,Generosity is giving more than you can,Hassan Massoudy,XX cent.,https://uploads6.wikiart.org/images/hassan-massoudy/generosity-is-giving-more-than-you-can.jpg
77606,Abstract-Expressionism,I love a flower that is slow to blossom,Hassan Massoudy,XX cent.,https://uploads7.wikiart.org/images/hassan-massoudy/i-love-a-flower-that-is-slow-to-blossom.jpg
77607,Abstract-Expressionism,"Instead of damning the darkness, it's better to light a little lantern",Hassan Massoudy,XX cent.,https://uploads1.wikiart.org/images/hassan-massoudy/instead-of-damning-the-darkness-it-s-better-to-light-a-little-lantern.jpg
77608,Abstract-Expressionism,"Isn't the reward for goodness, goodness itself",Hassan Massoudy,XX cent.,https://uploads4.wikiart.org/images/hassan-massoudy/isn-t-the-reward-for-goodness-goodness-itself.jpg
77609,Abstract-Expressionism,"Life passes like a mysterious caravan, take from it its moment of joy",Hassan Massoudy,XX cent.,https://uploads0.wikiart.org/images/hassan-massoudy/life-passes-like-a-mysterious-caravan-take-from-it-its-moment-of-joy.jpg
77610,Abstract-Expressionism,"My heart has eyes that see only for you, and it is completely in your hands (Al Hallaj)",Hassan Massoudy,XX cent.,https://uploads7.wikiart.org/images/hassan-massoudy/my-heart-has-eyes-that-see-only-for-you-and-it-is-completely-in-your-hands-al-hallaj.jpg
77611,Abstract-Expressionism,"That which does not more forward each day, moves backward each day",Hassan Massoudy,XX cent.,https://uploads6.wikiart.org/images/hassan-massoudy/that-which-does-not-more-forward-each-day-moves-backward-each-day.jpg
77612,Abstract-Expressionism,The origins of freedom are in courage,Hassan Massoudy,XX cent.,https://uploads5.wikiart.org/images/hassan-massoudy/the-origins-of-freedom-are-in-courage.jpg
77613,Abstract-Expressionism,The wise man's home is the universe,Hassan Massoudy,XX cent.,https://uploads3.wikiart.org/images/hassan-massoudy/the-wise-man-s-home-is-the-universe.jpg
77614,Abstract-Expressionism,There is enough room on earth for everyone,Hassan Massoudy,XX cent.,https://uploads1.wikiart.org/images/hassan-massoudy/there-is-enough-room-on-earth-for-everyone.jpg
77615,Abstract-Expressionism,There is no favourable wind for he who knows not where he is heading,Hassan Massoudy,XX cent.,https://uploads0.wikiart.org/images/hassan-massoudy/there-is-no-favourable-wind-for-he-who-knows-not-where-he-is-heading.jpg
77616,Abstract-Expressionism,"Travel if you aim for certain values. By travelling the skies, the crescent becommes a full moon",Hassan Massoudy,XX cent.,https://uploads8.wikiart.org/images/hassan-massoudy/travel-if-you-aim-for-certain-values-by-travelling-the-skies-the-crescent-becommes-a-full-moon.jpg
77617,Abstract-Expressionism,Woman is a ray of divine light,Hassan Massoudy,XX cent.,https://uploads7.wikiart.org/images/hassan-massoudy/woman-is-a-ray-of-divine-light.jpg
77618,Abstract-Expressionism,Lunar Infant,Noguchi Isamu,1944,https://uploads1.wikiart.org/images/isamu-noguchi/lunar-infant-1944.jpg
77619,Abstract-Expressionism,Remembrance,Noguchi Isamu,1944,https://uploads0.wikiart.org/images/isamu-noguchi/remembrance-1944.jpg
77620,Abstract-Expressionism,Mallarme's Swan,Robert Motherwell,1944,https://uploads8.wikiart.org/images/robert-motherwell/mallarme-s-swan-1944.jpg
77621,Abstract-Expressionism,Peau de soleil no. 1,Alice Rahon,1944,https://uploads4.wikiart.org/00288/images/alice-rahon/screen-shot-2020-05-12-at-3-43-28-pm.png!PinterestSmall.png
77622,Abstract-Expressionism,Galerie Maeght (Exhibition Poster),Aki Kuroda,XX cent.,https://uploads4.wikiart.org/images/aki-kuroda/galerie-maeght-exhibition-poster.jpg
77623,Abstract-Expressionism,Totem Lesson 2,Jackson Pollock,1945,https://uploads1.wikiart.org/totem-lesson-2-1945(1).jpg
77624,Abstract-Expressionism,Untitled,Jackson Pollock,1945,https://uploads3.wikiart.org/untitled(3).jpg
77625,Abstract-Expressionism,Pattern,Jackson Pollock,1945,https://uploads4.wikiart.org/pattern(1).jpg
77626,Abstract-Expressionism,Still Life,Willem de Kooning,1945,https://uploads7.wikiart.org/images/willem-de-kooning/still-life.jpg
77627,Abstract-Expressionism,Untitled,Mark Rothko,1945,https://uploads1.wikiart.org/images/mark-rothko/untitled-2.jpg
77628,Abstract-Expressionism,Untitled,Barnett Newman,1945,https://uploads7.wikiart.org/images/barnett-newman/untitled-1945.jpg
77629,Abstract-Expressionism,The New Day,Mark Tobey,1945,https://uploads6.wikiart.org/images/mark-tobey/the-new-day-1945.jpg
77630,Abstract-Expressionism,1945-H,Clyfford Still,1945,https://uploads5.wikiart.org/images/clyfford-still/1945-h-1945.jpg
77631,Abstract-Expressionism,Coney Island,Theodoros Stamos,1945,https://uploads4.wikiart.org/images/theodoros-stamos/coney-island-1945.jpg
77632,Abstract-Expressionism,Cataclysm,Hans Hofmann,1945,https://uploads6.wikiart.org/images/hans-hofmann/cataclysm-1945.jpg
77633,Abstract-Expressionism,Ancient Household,David Smith,1945,https://uploads4.wikiart.org/images/david-smith/ancient-household-1945.jpg
77634,Abstract-Expressionism,Steel Drawing I,David Smith,1945,https://uploads2.wikiart.org/images/david-smith/steel-drawing-i-1945.jpg
77635,Abstract-Expressionism,Untitled,Barnett Newman,1945,https://uploads0.wikiart.org/images/barnett-newman/untitled-1945-1.jpg
77636,Abstract-Expressionism,The Room,William Baziotes,1945,https://uploads0.wikiart.org/images/william-baziotes/the-room-1945.jpg
77637,Abstract-Expressionism,Still Life,William Baziotes,1945,https://uploads2.wikiart.org/images/william-baziotes/still-life-1945.jpg
77638,Abstract-Expressionism,Figure,Richard Pousette-Dart,1945,https://uploads3.wikiart.org/images/richard-pousette-dart/figure-1945.jpg
77639,Abstract-Expressionism,Eventail,Kenzo Okada,1945,https://uploads4.wikiart.org/images/kenzo-okada/eventail-1945.jpg
77640,Abstract-Expressionism,Lotus,Morris Graves,1945,https://uploads3.wikiart.org/images/morris-graves/lotus-1945.jpg
77641,Abstract-Expressionism,Untitled,Edward Corbett,1945,https://uploads7.wikiart.org/images/edward-corbett/untitled-1945.jpg
